timestep,episode,env_idx,episode_reward,episode_length,map_completeness,final_ate,mean_ate,path_length,collision_count,map_entropy,loop_closures_validated
11016,9,0,38.891805,200,0.47253396337861786,53.72356985266083,34.44505477063931,61.65401732063748,2,4155.079841669694,11
11216,10,0,-183.205282,200,0.28162403191739027,38.106513336849666,22.801744761023187,49.162307958181394,5,4635.599387726351,11
11416,11,0,-337.72286,200,0.708948074343744,24.420276286964747,11.651945199483293,48.96639534595496,15,4380.976519539178,9
11616,12,0,-55.534432,200,0.7117437722419929,54.62567599602469,16.882345430927455,60.60154067976955,4,4375.532955094355,11
11816,13,0,-245.170598,200,0.6659563132658498,23.6762086276261,17.952090736986605,56.45337466842127,8,4255.200551353026,12
12016,14,0,-558.129861,200,0.47419804741980476,10.34097524879793,7.816189645365427,37.620090854194146,19,4788.613633334402,7
12216,15,0,-72.842972,200,0.6969990319457889,4.900524920139283,10.358743520169526,42.82594969128374,0,4380.81298612402,11
12488,1,0,-316.913266,200,0.4561476259589467,89.31202980940121,71.81999236948117,49.843657141178596,12,5180.135171352933,4
12688,2,0,-23.137205,200,0.25225225225225223,31.900510307658692,24.67586028150385,47.05207553016193,0,4691.205442052571,11
12888,3,0,-499.230879,200,0.7899628252788105,6.914745699914363,11.517402392575768,39.34042240775577,18,4875.276715398304,10
13088,4,0,-650.165703,200,1.2698412698412698,8.867140924321637,5.910534927156311,35.72912444575202,33,5155.069099787588,10
13288,5,0,-24.393998,200,1.033532384014699,27.933392430393834,43.62891750817676,41.59760232585727,6,2857.0420041243083,8
13488,6,0,4.092279,200,0.11534025374855825,43.31287196744144,19.64338145414135,44.83735834707751,5,3770.5682397053542,12
13688,7,0,42.045977,200,0.5062223159670955,28.436839661693128,19.347307046150004,41.47734402063695,0,3893.567767049729,11
13888,8,0,-470.888947,200,1.5519917227108122,15.817428890889948,12.68908198743839,33.15458242680161,13,4595.630461855754,8
14088,9,0,-423.55448,200,0.49261083743842365,18.355056022788535,18.682022251337617,29.001124759271015,7,4880.574512118803,8
14288,10,0,7.967264,200,1.0379156958271554,18.394116934907302,15.800376588610268,40.30200065353859,1,3694.181237218001,10
14488,11,0,60.30942,200,0.6236601052426428,34.94473558036934,20.209994138209403,40.22058992020621,0,3519.6744563119933,10
14688,12,0,-250.750234,200,0.1400560224089636,28.671411804933932,13.952453854240794,37.13365515462421,10,4747.43706716676,9
14888,13,0,-105.619607,200,1.384909264565425,27.542249149983995,20.085411112886522,36.35245709621174,1,4076.6539919660195,10
15088,14,0,80.178545,200,1.034047919293821,24.964024853724847,24.38707221359195,41.39741762461557,0,4006.3014624015123,11
15288,15,0,-85.933062,200,0.2422661200149087,33.063121285198754,22.216091237278107,31.041155169111516,0,4754.7368811555025,10
15560,1,0,-238.041912,200,0.43541364296081275,24.708964091880368,25.486363657087427,54.69020290004955,9,4995.804328655189,11
15760,2,0,-10.778509,200,0.2677376171352075,24.724977337669504,17.03023838195282,42.88894101620324,3,4469.060348922363,11
15960,3,0,-226.925437,200,0.23296447291788003,21.197233953096845,11.887062347947335,39.3522067145146,10,4523.660836642335,10
16160,4,0,-60.158603,200,0.4426644182124789,9.514091623079914,24.3781299607254,53.23773933195897,1,4863.073381239079,12
16360,5,0,-245.873357,200,1.067556296914095,24.31180667692188,17.39998365554931,33.66085735608444,8,4034.8651583015535,7
16560,6,0,-298.408151,200,0.34120734908136485,17.989516614992393,16.765619994177918,46.95181453374434,5,4501.207838745794,11
16760,7,0,-67.507399,200,0.7137923094635045,11.551644702018974,10.634989508105393,47.39469367349961,1,4414.474136387097,12
16960,8,0,-154.960075,200,1.5777488614183475,1.5106386222945984,12.99552834587994,48.938451160427235,6,4739.070865845011,11
17160,9,0,-278.827064,200,0.5345306820611503,10.29947719325997,11.007530063349588,46.34017844285117,7,4787.542614547772,10
17360,10,0,-114.180346,200,0.4793863854266539,12.410899507746398,19.041997008204213,44.744374751185156,3,4285.064141365745,9
17560,11,0,-475.450202,200,0.7707553402334287,20.004504198052903,17.42945134249509,33.021962199030185,12,4435.779965124404,8
17760,12,0,-233.170477,200,0.18124150430448574,7.355185751254628,11.8561608086651,44.1070188766995,9,4225.29424558905,9
17960,13,0,-160.895389,200,0.05950019833399445,28.57236651923919,24.496866296209227,42.398324068533896,1,4965.223441902383,11
18160,14,0,-186.90476,200,1.0279001468428781,20.597992799235065,11.421943811446608,42.83297528872511,3,4250.346749096692,10
18360,15,0,-50.951837,200,0.5392242129065925,4.82078024762042,13.176498986447818,31.815664662349818,0,4658.517960643368,9
